,id_str,created_at,user.screen_name,user.location,retweeted_status.created_at,text,extended_tweet.full_text
343,1186709218646282242,Tue Oct 22 18:21:40 +0000 2019,catastrofic4,,Tue Oct 22 16:25:38 +0000 2019,RT @CrissRock92: Registros del gobierno manejando la crisis social en chile ... 😂😂😂 Notable !!! #quesevayanlosmilicos #piñeradictador #renu…,
391,1186709229794742272,Tue Oct 22 18:21:43 +0000 2019,paborq,"La Calera, Chile",Tue Oct 22 16:08:38 +0000 2019,"RT @ZurditaFilosofa: Quieren sacar a #piñeradictador del poder? 
Entonces desmuestrenlo 
#AcusacionConstitucionalPiñera
Ahora ya!!!
@Camara…",
397,1186709231862464512,Tue Oct 22 18:21:43 +0000 2019,Mixi7395,"Santiago, Chile",Tue Oct 22 18:21:05 +0000 2019,RT @macanuezmoscada: NO ESTAMOS EN GUERRA. NOS ESTAN MATANDO! #ContigoCHV #22Oct #PineraDictador #renunciapiñera #CNNChile  #TVNInforma #me…,
408,1186709233867411457,Tue Oct 22 18:21:44 +0000 2019,S0dinson,"Santiago, Chile",Tue Oct 22 16:08:38 +0000 2019,"RT @ZurditaFilosofa: Quieren sacar a #piñeradictador del poder? 
Entonces desmuestrenlo 
#AcusacionConstitucionalPiñera
Ahora ya!!!
@Camara…",
418,1186709236820123648,Tue Oct 22 18:21:44 +0000 2019,negra_camote,,Tue Oct 22 03:50:09 +0000 2019,"RT @BienDije: A él lo asesinaron en Curicó, ciudad sin toque de queda. #piñeradictador #piñerarenuncia https://t.co/9dEW1871wS",
428,1186709239189909505,Tue Oct 22 18:21:45 +0000 2019,germanuc,,Mon Oct 21 19:51:53 +0000 2019,"RT @PiensaPrensa: Cesar Hidalgo: desde Harvard University
""Pasemos este mensaje a @sebastianpinera"" 
#RenunciaPiñera https://t.co/g5nbsdJnps",
438,1186709240695705600,Tue Oct 22 18:21:45 +0000 2019,Quinterosju,,,"@sebastianpinera escuchar al pueblo, comenzaría con sacar a los milicos de la calle, arreglar la ley de colusion co… https://t.co/KJrZ7tG3N4","@sebastianpinera escuchar al pueblo, comenzaría con sacar a los milicos de la calle, arreglar la ley de colusion con presidio efectivo, sumale tu renuncia y te creo q estas escuchando al pueblo #renunciapiñera"
477,1186709248773906432,Tue Oct 22 18:21:47 +0000 2019,AnonymusChileno,Al sur de Chile,Tue Oct 22 01:55:06 +0000 2019,RT @monlaferte: Que esperas? @sebastianpinera el mundo te está observando #Piñeradictador,
487,1186709250451673090,Tue Oct 22 18:21:47 +0000 2019,Jose69386785,,Tue Oct 22 17:40:56 +0000 2019,RT @LosdAbajoAntifa: Llego la Hinchada de LosDeAbajo 🤘🏽 #piñerarenuncia #PineraDictador https://t.co/AZcQmlkBfh,
488,1186709250531319808,Tue Oct 22 18:21:47 +0000 2019,PedroGonzalezTa,,Mon Oct 21 22:42:03 +0000 2019,RT @sofisegoviad: Uno de los tantos cambios que se necesitan #EstoPasaEnChile #ChileDespierta #pinerarenuncia https://t.co/DLikJXshON,
518,1186709258055880705,Tue Oct 22 18:21:49 +0000 2019,marianh40,,Tue Oct 22 13:57:30 +0000 2019,RT @JRioboVTV: #PiñeraCriminal esta es la brutal represión de los carabineros en Chile. Este ataque lo ordenó @sebastianpinera que en todo…,
523,1186709259893035011,Tue Oct 22 18:21:50 +0000 2019,balcaino1,"Indianapolis, IN",Tue Oct 22 16:59:07 +0000 2019,"RT @hernan_sr: Miren como o reacciona Gloria Hutt cuando le preguntan si va a renunciar...
y se burlaron del ""paso"" de Bachelet.
#quesevaya…",
537,1186709261478486022,Tue Oct 22 18:21:50 +0000 2019,FranciscaOyar20,,,"Después de lo ocurrido y por el bien de la región... solo pedirle a @sebastianpinera y @andreschadwickp
 cambie a l… https://t.co/mfLwGilwCx","Después de lo ocurrido y por el bien de la región... solo pedirle a @sebastianpinera y @andreschadwickp
 cambie a la Intendenta de Coquimbo no tiene las competencias para enfrentar los desafíos de esta crisis. #EstoPasaEnChile @eldia_cl @rsbchile @elobservatodo 
@David_Noticias"
564,1186709267912499200,Tue Oct 22 18:21:52 +0000 2019,zaiko_realm,,,"Ojala que el anuncio de piñera sea, renunció, me haré un sepucu y moriré, que sea con honor viejo ctmre #EstoPasaEnChileً",
671,1186709292134604816,Tue Oct 22 18:21:57 +0000 2019,YeonRqueens,Chile,Tue Oct 22 16:12:13 +0000 2019,RT @CLRC87: Médicos marchando en Copiapó!!! #ChileDespertoً #renunciapineira #PineraDictador #pineracobarde #CooperativaTeSuma #Curico #22O…,
702,1186709298795241477,Tue Oct 22 18:21:59 +0000 2019,cabrita_orlando,,Tue Oct 22 03:29:56 +0000 2019,RT @DrodriguezVen: Es lamentable q violación descarada y masiva de los DDHH en la dictadura pinochetista de @sebastianpinera cuente con la…,
719,1186709303287341057,Tue Oct 22 18:22:00 +0000 2019,Dream_mtc,"San Esteban, Chile",Tue Oct 22 01:46:45 +0000 2019,RT @danieljadue: Esto ya sobrepasó todo. Militares descontrolados disparando a los edificios de Av. Perú en Recoleta. @sebastianpinera debe…,
748,1186709310895742979,Tue Oct 22 18:22:02 +0000 2019,bldyvalentiness,,Tue Oct 22 03:50:09 +0000 2019,"RT @BienDije: A él lo asesinaron en Curicó, ciudad sin toque de queda. #piñeradictador #piñerarenuncia https://t.co/9dEW1871wS",
806,1186709326360121346,Tue Oct 22 18:22:06 +0000 2019,twoseokrin,She/Her - From Chile,Tue Oct 22 15:47:37 +0000 2019,"RT @IAmAmarok: 😔 ¿CÓMO PODEMOS DEFENDERNOS DEL PRESIDENTE?

@Sebastianpinera cree que está en guerra contra el pueblo que exige mejoras leg…",
811,1186709327131877378,Tue Oct 22 18:22:06 +0000 2019,camaradavhfg68,,Tue Oct 22 17:06:42 +0000 2019,RT @MonkeyMan0681: #22Oct La Democracia 😱 impuesta por el genocida @sebastianpinera 🚨 incluye Tanques del @Ejercito_Chile y soldados armado…,
835,1186709333603766273,Tue Oct 22 18:22:07 +0000 2019,montes317,,Tue Oct 22 17:08:05 +0000 2019,"RT @ErikaOSanoja: “Vamos a tener que disminuir nuestros privilegios y compartir con los demás”, Cecilia Morel, esposa de @sebastianpinera.…",
863,1186709337756065792,Tue Oct 22 18:22:08 +0000 2019,FernandoPined17,,Tue Oct 22 17:40:56 +0000 2019,RT @LosdAbajoAntifa: Llego la Hinchada de LosDeAbajo 🤘🏽 #piñerarenuncia #PineraDictador https://t.co/AZcQmlkBfh,
876,1186709340574683137,Tue Oct 22 18:22:09 +0000 2019,jaw828,,Tue Oct 22 17:46:15 +0000 2019,"RT @Antonio91404874: EL REGRESO DE LA DICTADURA CON @sebastianpinera  y la @Almagro_OEA2015 donde quedaron sus DDHH y DEMOCRACIA, Tan cacar…",
937,1186709355170881536,Tue Oct 22 18:22:12 +0000 2019,Fissurellas,Stgo,,Que todo el mundo se entere! Así es el Chile de @sebastianpinera #PineraDictador #ChadwickAsesino #EstoPasaEnChile… https://t.co/YyXppeefWn,Que todo el mundo se entere! Así es el Chile de @sebastianpinera #PineraDictador #ChadwickAsesino #EstoPasaEnChile #QueSeVayanLosMilicos
949,1186709358127828992,Tue Oct 22 18:22:13 +0000 2019,FranciscaOyar20,,,"Después de lo ocurrido y por el bien de la región... solo pedirle a @sebastianpinera y @andreschadwickp
 cambie a l… https://t.co/VHcgkLHI8m","Después de lo ocurrido y por el bien de la región... solo pedirle a @sebastianpinera y @andreschadwickp
 cambie a la Intendenta de Coquimbo no tiene las competencias para enfrentar los desafíos de esta crisis. #EstoPasaEnChile @eldia_cl @rsbchile @elobservatodo 
@David_Noticias"
993,1186709366352830464,Tue Oct 22 18:22:15 +0000 2019,EBaranzano,"Montevideo, Uruguay",Tue Oct 22 17:34:24 +0000 2019,"RT @NegroPrimeroh: @ChalecosAmarill @CIDH @albertoelizondo #22Oct así se vive en la dictadura impuesta por el genocida @sebastianpinera

@C…",
1070,1186709383666900993,Tue Oct 22 18:22:19 +0000 2019,ChileDespierta4,,Tue Oct 22 17:35:53 +0000 2019,"RT @marceloandres88: #Abajoelgobierno #QueSeVayanLosMilicos

Se te viene la noche, por dignidad RENUNCIA...!!!   @sebastianpinera https://t…",
1077,1186709385235632128,Tue Oct 22 18:22:20 +0000 2019,moy1205,"Lima, Peru",Tue Oct 22 01:55:06 +0000 2019,RT @monlaferte: Que esperas? @sebastianpinera el mundo te está observando #Piñeradictador,
1079,1186709385508204551,Tue Oct 22 18:22:20 +0000 2019,violetnuggets,Chile,Tue Oct 22 18:00:09 +0000 2019,RT @pepapoe_: #EstoPasaEnChileً dígame usted mismo @sebastianpinera https://t.co/TWWtNpHbeW,
1133,1186709397499764739,Tue Oct 22 18:22:23 +0000 2019,Karimrecabarren,Lautaro,Tue Oct 22 14:43:53 +0000 2019,"RT @Chileokulto: #EstoPasaEnChileً
Maestros se ríen de @sebastianpinera y realizan performance con dichos ""Estamos en guerra"" 
Solo un dato…",
1192,1186709412737638400,Tue Oct 22 18:22:26 +0000 2019,ActivistEuro,United Kingdom,Tue Oct 22 03:29:56 +0000 2019,RT @DrodriguezVen: Es lamentable q violación descarada y masiva de los DDHH en la dictadura pinochetista de @sebastianpinera cuente con la…,
1198,1186709413991735297,Tue Oct 22 18:22:26 +0000 2019,camaradavhfg68,,Tue Oct 22 17:08:05 +0000 2019,"RT @ErikaOSanoja: “Vamos a tener que disminuir nuestros privilegios y compartir con los demás”, Cecilia Morel, esposa de @sebastianpinera.…",
1207,1186709415229087746,Tue Oct 22 18:22:27 +0000 2019,marchant_carlos,"Coquimbo, Chile",Tue Oct 22 12:46:11 +0000 2019,"RT @marchant_carlos: @CNNChile @t13 @24HorasTVN
#NoEstamosEnGuerra 
#YoNoEstoyEnGuerra @sebastianpinera @Carabdechile
@inddhh @CIDH @CNNChi…",
1238,1186709422980173825,Tue Oct 22 18:22:29 +0000 2019,chittapoemss,🇨🇱,Tue Oct 22 01:55:06 +0000 2019,RT @monlaferte: Que esperas? @sebastianpinera el mundo te está observando #Piñeradictador,
1258,1186709428935872513,Tue Oct 22 18:22:30 +0000 2019,LeeKim06160415,Ciudad Autónoma de Buenos Aire,Tue Oct 22 12:56:12 +0000 2019,RT @HermannPabli: Gracias @sebastianpinera por los ‘tiempos mejores’. Despertaste a toda una generación que va a la calle sin miedo a tu re…,
1274,1186709433050640384,Tue Oct 22 18:22:31 +0000 2019,SLlancavil,,Tue Oct 22 18:19:19 +0000 2019,"RT @asambleazules: Cuando Los de Abajo @U_LOSDEABAJO se mueven, los de arriba tiemblan. #renunciaPiñera #paronacional https://t.co/ABCXFgl0…",
1287,1186709435416240129,Tue Oct 22 18:22:32 +0000 2019,FranciscaOyar20,,,"Después de lo ocurrido y por el bien de la región... solo pedirle a @sebastianpinera y @andreschadwickp
 cambie a l… https://t.co/xFN3p1ZVB1","Después de lo ocurrido y por el bien de la región... solo pedirle a @sebastianpinera y @andreschadwickp
 cambie a la Intendenta de Coquimbo no tiene las competencias para enfrentar los desafíos de esta crisis. #EstoPasaEnChile @eldia_cl @rsbchile @elobservatodo 
@David_Noticias"
1296,1186709437710516225,Tue Oct 22 18:22:32 +0000 2019,renefutbol,,Mon Oct 21 22:42:03 +0000 2019,RT @sofisegoviad: Uno de los tantos cambios que se necesitan #EstoPasaEnChile #ChileDespierta #pinerarenuncia https://t.co/DLikJXshON,
1313,1186709438780059648,Tue Oct 22 18:22:32 +0000 2019,_natty_,SANTIAGO - CHILE,,"Así no más!!!
#piñerarenuncia https://t.co/Vlb0OX0Iqn",
1380,1186709459000795136,Tue Oct 22 18:22:37 +0000 2019,viglesiasl,,Tue Oct 22 14:44:28 +0000 2019,"RT @TottiAlba: Alcalde de Curicó exige e estos momentos en @adnradiochile la renuncia de Ministro del Interior, x asesinato de Jose Miguel…",
1396,1186709463736160259,Tue Oct 22 18:22:38 +0000 2019,schfr4,,Tue Oct 22 03:53:07 +0000 2019,RT @twit_francis: La tele miente #piñeradictador https://t.co/7RyM4MAEqY,
1400,1186709464436629506,Tue Oct 22 18:22:38 +0000 2019,republicadepal,"Córdoba, Argentina",Tue Oct 22 10:35:13 +0000 2019,"RT @Panchitro: Violencia y más violencia @sebastianpinera FUERA!!!!!
#renunciapineira https://t.co/XvvtB1QyVA",
1438,1186709474616250372,Tue Oct 22 18:22:41 +0000 2019,AlehandroAnk,,Mon Oct 21 23:36:08 +0000 2019,RT @fantasygrls__: piñera culiao acá en osorno estábamos re tranqui ctm!! La marcha era re pacifica hueon no había necesidad de tirar esas…,
1463,1186709481071222785,Tue Oct 22 18:22:42 +0000 2019,PineroUribe,,,Pinera asume que tu gob fracaso!! renuncia CTM!! #AbajoElGobierno #QueSeVayanLosMilicos https://t.co/aKfBr39UOw,
1466,1186709482103103488,Tue Oct 22 18:22:43 +0000 2019,panchoways,"Santiago, Chile",Mon Oct 21 22:42:03 +0000 2019,RT @sofisegoviad: Uno de los tantos cambios que se necesitan #EstoPasaEnChile #ChileDespierta #pinerarenuncia https://t.co/DLikJXshON,
1481,1186709485441691649,Tue Oct 22 18:22:43 +0000 2019,_Ricolimon_,,Tue Oct 22 18:00:09 +0000 2019,RT @pepapoe_: #EstoPasaEnChileً dígame usted mismo @sebastianpinera https://t.co/TWWtNpHbeW,
1485,1186709486670618624,Tue Oct 22 18:22:44 +0000 2019,vcautin_epifani,,Sun Oct 20 19:18:47 +0000 2019,RT @Pauingranchiaz: Mañana #ParoNacionalCl información!!👇👇👇👇 #ChileSeCanso #20Oct #ChileProtests #FelizDomingo #ChileProtesta #renunciapiñe…,
1494,1186709489505968128,Tue Oct 22 18:22:44 +0000 2019,eliperiodista,"Santiago, Chile ",Tue Oct 22 17:35:53 +0000 2019,"RT @marceloandres88: #Abajoelgobierno #QueSeVayanLosMilicos

Se te viene la noche, por dignidad RENUNCIA...!!!   @sebastianpinera https://t…",
1499,1186709491212906502,Tue Oct 22 18:22:45 +0000 2019,Shadow90223303,México,Mon Oct 21 15:15:12 +0000 2019,"RT @60svillanelle: piñera: estamos en guerra contra un enemigo poderoso
el enemigo:
#EstoPasaEnChile https://t.co/LY63MtSqyM",
1525,1186709497269633024,Tue Oct 22 18:22:46 +0000 2019,Hxllium,"Santiago, Chile",Tue Oct 22 18:21:32 +0000 2019,"RT @RomelGuardian: No son imágenes de Septiembre de 1973, son de Octubre del 2019 
""La dictadura pinochetista de @sebastianpinera 
Represió…",
1545,1186709500880920580,Tue Oct 22 18:22:47 +0000 2019,claudiarhoz,"Vitacura, Chile",Tue Oct 22 15:47:37 +0000 2019,"RT @IAmAmarok: 😔 ¿CÓMO PODEMOS DEFENDERNOS DEL PRESIDENTE?

@Sebastianpinera cree que está en guerra contra el pueblo que exige mejoras leg…",
1550,1186709501757575175,Tue Oct 22 18:22:47 +0000 2019,republicadepal,"Córdoba, Argentina",Tue Oct 22 16:10:33 +0000 2019,RT @LuisAOCx: #RenunciaPiñera #QueSeVayanLosMilicos #EstoPasaEnChileً  #renunciapineira #ParoNacional ¡VIVA CHILE MIERDA! 🇨🇱 https://t.co/C…,
1559,1186709503485661184,Tue Oct 22 18:22:48 +0000 2019,djfatpablo,"Santiago, Chile",Tue Oct 22 04:00:08 +0000 2019,"RT @Asdfg4417: esto fue en Coronel, Concepción
De sus casas se los llevan
#piñeraDictador https://t.co/FvayVnObox",
1560,1186709504093638656,Tue Oct 22 18:22:48 +0000 2019,MarioFica3,"Antofagasta, Chile",Tue Oct 22 14:44:28 +0000 2019,"RT @TottiAlba: Alcalde de Curicó exige e estos momentos en @adnradiochile la renuncia de Ministro del Interior, x asesinato de Jose Miguel…",
1565,1186709505272373250,Tue Oct 22 18:22:48 +0000 2019,CYnica79,,,@RaytiPadilla @sebastianpinera @ElCuervoNica @FrankRuGo @jguevaraNic @joevargasch @alfy_1990 @NicaTuitero… https://t.co/PWjall1Fc6,"@RaytiPadilla @sebastianpinera @ElCuervoNica @FrankRuGo @jguevaraNic @joevargasch @alfy_1990 @NicaTuitero @mayita_sil2 La policía responde con fuego a manifestantes pacíficos que salen a las calles en contra todas las injusticias del gobierno,  violencia que recuerda a la dictadura de Pinochet.

#FueraPiñeraDictador 
#EstoPasaEnChile
#PLOMO19"
1599,1186709513321287682,Tue Oct 22 18:22:50 +0000 2019,AlexBustosGI,,Tue Oct 22 01:55:06 +0000 2019,RT @monlaferte: Que esperas? @sebastianpinera el mundo te está observando #Piñeradictador,
1626,1186709517326790659,Tue Oct 22 18:22:51 +0000 2019,CorpsePaint,"Isla de Maipo, R. M. Chile.",Tue Oct 22 17:40:56 +0000 2019,RT @LosdAbajoAntifa: Llego la Hinchada de LosDeAbajo 🤘🏽 #piñerarenuncia #PineraDictador https://t.co/AZcQmlkBfh,
1645,1186709522318004224,Tue Oct 22 18:22:52 +0000 2019,MaxxxWealth,,Tue Oct 22 16:59:07 +0000 2019,"RT @hernan_sr: Miren como o reacciona Gloria Hutt cuando le preguntan si va a renunciar...
y se burlaron del ""paso"" de Bachelet.
#quesevaya…",
1651,1186709523395948544,Tue Oct 22 18:22:53 +0000 2019,AitorPerosa,EuskalHerria,Tue Oct 22 18:21:32 +0000 2019,"RT @RomelGuardian: No son imágenes de Septiembre de 1973, son de Octubre del 2019 
""La dictadura pinochetista de @sebastianpinera 
Represió…",
1682,1186709530106839040,Tue Oct 22 18:22:54 +0000 2019,Cladenaria,"El bosque, Santiago, Chile",,"#RenunciaPiñera 
#FueraPiñeraDictador 
#PiñeraRenuncia
#FueraPiñera
#PiñeraLadrón
@sebastianpinera renuncia! Ten un… https://t.co/ZRgc0v2U0D","#RenunciaPiñera 
#FueraPiñeraDictador 
#PiñeraRenuncia
#FueraPiñera
#PiñeraLadrón
@sebastianpinera renuncia! Ten un poco de dignidad. Inoperante! El pueblo no te quiere, entiende! https://t.co/sNVD421Z95"
1693,1186709534305374208,Tue Oct 22 18:22:55 +0000 2019,cvatap,,,cabros el rumor dice que Chadwick renunciara apenas terminen las manifestaciones 🌚#QueSeVayanLosMilicos,
1705,1186709538218659840,Tue Oct 22 18:22:56 +0000 2019,prudencia_logik,Chile,,"@LaGabyB @lauralbornoz @sebastianpinera @PDC_Chile @fchahin El no lleguemos a qué?  Ya hay muertos por si acaso, Cu… https://t.co/v2CTqzFeH1","@LaGabyB @lauralbornoz @sebastianpinera @PDC_Chile @fchahin El no lleguemos a qué?  Ya hay muertos por si acaso, Curicó, Stgo, Coquimbo (entre otros), lloran a sus hijos! 
#ChileDespertó 
#PiñeraDictador
#PiñeraRenuncia
#ChadwickAsesino"
1737,1186709545877422081,Tue Oct 22 18:22:58 +0000 2019,DiegoNoriega91,Lima-Peru,Tue Oct 22 01:55:06 +0000 2019,RT @monlaferte: Que esperas? @sebastianpinera el mundo te está observando #Piñeradictador,
1751,1186709549803298818,Tue Oct 22 18:22:59 +0000 2019,la_Vero_Suarez,,Tue Oct 22 14:44:28 +0000 2019,"RT @TottiAlba: Alcalde de Curicó exige e estos momentos en @adnradiochile la renuncia de Ministro del Interior, x asesinato de Jose Miguel…",
1790,1186709558812643330,Tue Oct 22 18:23:01 +0000 2019,AndreaCazenave,,Tue Oct 22 01:46:45 +0000 2019,RT @danieljadue: Esto ya sobrepasó todo. Militares descontrolados disparando a los edificios de Av. Perú en Recoleta. @sebastianpinera debe…,
1791,1186709558737166337,Tue Oct 22 18:23:01 +0000 2019,FranciscaOyar20,,,"Después de lo ocurrido y por el bien de la región... solo pedirle a @sebastianpinera y @andreschadwickp
 cambie a l… https://t.co/6RoGVR3Udz","Después de lo ocurrido y por el bien de la región... solo pedirle a @sebastianpinera y @andreschadwickp
 cambie a la Intendenta de Coquimbo no tiene las competencias para enfrentar los desafíos de esta crisis. #EstoPasaEnChile @eldia_cl @rsbchile @elobservatodo 
@David_Noticias"
1808,1186709562365267969,Tue Oct 22 18:23:02 +0000 2019,GigiAlonso,"Concepción, Chile",Tue Oct 22 18:02:49 +0000 2019,"RT @patricia__sol: mientras @sebastianpinera dice q estamos n guerra, cabr@s d Concepción arman su propia fiesta y s refrescan gracias al g…",
1817,1186709564466651136,Tue Oct 22 18:23:02 +0000 2019,ketza69123683,,Tue Oct 22 14:43:53 +0000 2019,"RT @Chileokulto: #EstoPasaEnChileً
Maestros se ríen de @sebastianpinera y realizan performance con dichos ""Estamos en guerra"" 
Solo un dato…",
1837,1186709568098885632,Tue Oct 22 18:23:03 +0000 2019,No_666_no,"Santiago, Chile",Tue Oct 22 18:20:03 +0000 2019,RT @pineragenocida: Ya van los 🤡🤡🤡#EstoPasaEnChile https://t.co/Ax8BidzN5D,
1860,1186709571626328064,Tue Oct 22 18:23:04 +0000 2019,luli_guardia,,Tue Oct 22 03:50:09 +0000 2019,"RT @BienDije: A él lo asesinaron en Curicó, ciudad sin toque de queda. #piñeradictador #piñerarenuncia https://t.co/9dEW1871wS",
1889,1186709581180874759,Tue Oct 22 18:23:06 +0000 2019,charly_cumbia,Chile ,,"Renuncia ctmare

#renunciapiñera",
1890,1186709581235412992,Tue Oct 22 18:23:06 +0000 2019,SadracH,acá desde el 2007,Tue Oct 22 18:15:52 +0000 2019,"RT @HectorVicencioC: Malnacidos y mil veces malditos 
@sebastianpinera @andreschadwickp 
@albertoespina 

Renuncien ahora ya!!! 

Tu guerra…",
1936,1186709591251402752,Tue Oct 22 18:23:09 +0000 2019,frannajoes,,Tue Oct 22 14:44:28 +0000 2019,"RT @TottiAlba: Alcalde de Curicó exige e estos momentos en @adnradiochile la renuncia de Ministro del Interior, x asesinato de Jose Miguel…",
1943,1186709592887189504,Tue Oct 22 18:23:09 +0000 2019,2711_jp,"La Pintana, Chile",Tue Oct 22 18:22:32 +0000 2019,"RT @BarraSaenz: Profesor de Escuela Santa María de San Felipe es baleado por carabineros 
#EstoPasaEnChile #22Oct #Chile 
@sebastianpinera…",
1981,1186709602022371328,Tue Oct 22 18:23:11 +0000 2019,kpidols,,Tue Oct 22 16:00:41 +0000 2019,RT @5150sanren: Cuidado con los vándalos señor piñera #quesevayanlosmilicos https://t.co/6mNta1uQYw,
1998,1186709606967459841,Tue Oct 22 18:23:12 +0000 2019,republicadepal,"Córdoba, Argentina",Tue Oct 22 16:01:34 +0000 2019,"RT @OpinaMarce: #QueSeVayanLosMilicos No queremos volver a la normalidad! Queremos cambiarla
#renunciapineira el pueblo está con el pueblo…",
2010,1186709610129973248,Tue Oct 22 18:23:13 +0000 2019,ArmerMuid,"Antofagasta, Chile",Tue Oct 22 17:12:12 +0000 2019,RT @Genesis_PP: Esta es la guerra de @sebastianpinera. No nos amedrentarán porque somos los que nos cansamos y los que queremos cambio. No…,
2023,1186709614164881410,Tue Oct 22 18:23:14 +0000 2019,demis_calderon,"rancagua, chile",,Grande Rancagua!!! #renunciapiñera https://t.co/cNU7OsSGeq,
2138,1186709635350323204,Tue Oct 22 18:23:19 +0000 2019,Yukizu___,Chile,Tue Oct 22 00:25:25 +0000 2019,"RT @estebanarevalod: #piñeradictador y criminal contra el Pueblo. @Carabdechile desclasados y asesinos traidores al Pueblo.
NO OLVIDAREMOS…",
2140,1186709635736199168,Tue Oct 22 18:23:19 +0000 2019,Fafariasq,"Santiago, Chile",Tue Oct 22 18:19:19 +0000 2019,"RT @asambleazules: Cuando Los de Abajo @U_LOSDEABAJO se mueven, los de arriba tiemblan. #renunciaPiñera #paronacional https://t.co/ABCXFgl0…",
2142,1186709636155662336,Tue Oct 22 18:23:19 +0000 2019,MelanieGM8,,,Ya renuncia🚨🚨🚨🚨🚨🚨🚨🚨@sebastianpinera  #PineraDictador #ChileDesperto @monlaferte,
2158,1186709639263588353,Tue Oct 22 18:23:20 +0000 2019,balcaino1,"Indianapolis, IN",Tue Oct 22 16:19:33 +0000 2019,RT @4lp4c4_3: Por los 15 asesinatos y miles de víctimas de la Dictadura del cobarde Pinochetista @sebastianpinera y sus cobarde lacayos y p…,
2161,1186709640328945665,Tue Oct 22 18:23:20 +0000 2019,unchampagnsito,"Ciudad Madero, Argentina",Mon Oct 21 06:02:15 +0000 2019,"RT @NoEstoyEnGuerra: ""USTEDES SON PERIODISTAS, USTEDES DEBEN INFORMAR, NO DESINFORMAR""
#UltimaHora #piñerarenuncia #noestamosenguerra #toqu…",
2168,1186709642249945089,Tue Oct 22 18:23:21 +0000 2019,LuisJonathanGA,Santiago de Chile,Tue Oct 22 16:08:38 +0000 2019,"RT @ZurditaFilosofa: Quieren sacar a #piñeradictador del poder? 
Entonces desmuestrenlo 
#AcusacionConstitucionalPiñera
Ahora ya!!!
@Camara…",
2169,1186709642967158784,Tue Oct 22 18:23:21 +0000 2019,_AirelavaleriA,Santiago de Chile,Tue Oct 22 03:50:09 +0000 2019,"RT @BienDije: A él lo asesinaron en Curicó, ciudad sin toque de queda. #piñeradictador #piñerarenuncia https://t.co/9dEW1871wS",
2171,1186709643151716353,Tue Oct 22 18:23:21 +0000 2019,ianhalabi,Viña del Mar,Mon Oct 21 22:45:26 +0000 2019,"RT @wjsnsana: que fuertes son sus palabras, todos lo habiamos leido pero nunca lo habiamos vivido y todo esto obra de @sebastianpinera QUE…",
2197,1186709649241890816,Tue Oct 22 18:23:23 +0000 2019,f_rassta,,Tue Oct 22 04:00:08 +0000 2019,"RT @Asdfg4417: esto fue en Coronel, Concepción
De sus casas se los llevan
#piñeraDictador https://t.co/FvayVnObox",
2228,1186709657450139648,Tue Oct 22 18:23:24 +0000 2019,Jack17828645,,Tue Oct 22 18:16:10 +0000 2019,RT @Paula_Artevar: Justo luego de q @sebastianpinera se reuniera con empresarios líderes de las cadenas más grandes de supermercados del pa…,
2290,1186709674357350401,Tue Oct 22 18:23:29 +0000 2019,PapadeMartino,,,@ChalecosAmarill @CIDH @albertoelizondo @GobiernodeChile @sebastianpinera RENUNCIAAAAA CORRUPTOOOO!!!!… https://t.co/jHoc1556ec,"@ChalecosAmarill @CIDH @albertoelizondo @GobiernodeChile @sebastianpinera RENUNCIAAAAA CORRUPTOOOO!!!!
#RenunciaPiñera https://t.co/JRpE8utay1"
2304,1186709677402460166,Tue Oct 22 18:23:29 +0000 2019,josekaulen,"Madrid, España",,@mxperez @sebastianpinera @T13 Puros cuentos! Mucho marketing y nada concreto! Hemos visto esto mil veces! #abajoelgobierno #RenunciaPiñera,
2349,1186709691004604417,Tue Oct 22 18:23:32 +0000 2019,Quinterosju,,,"@sebastianpinera lo unico q amenaza la seguridad de todos son los milicos en la calle, es la fuerza desmedida q se… https://t.co/tjZ4xqlLuE","@sebastianpinera lo unico q amenaza la seguridad de todos son los milicos en la calle, es la fuerza desmedida q se ocupa cuando reprimen las fuerzas armadas, lo q tu confirmas es un derecho!
#renunciapiñera"
2353,1186709692283797505,Tue Oct 22 18:23:33 +0000 2019,JanoOliveraz,"Santiago, Chile",Tue Oct 22 17:34:24 +0000 2019,"RT @NegroPrimeroh: @ChalecosAmarill @CIDH @albertoelizondo #22Oct así se vive en la dictadura impuesta por el genocida @sebastianpinera

@C…",
2376,1186709698013286405,Tue Oct 22 18:23:34 +0000 2019,s0fiaisabel,Chile,Tue Oct 22 17:44:56 +0000 2019,RT @SofaAraya9: nunca olvidar que en democracia hubo toque de queda y milicos en la calle asesinando gente en plena luz del día! #renunciap…,
2389,1186709700521398277,Tue Oct 22 18:23:35 +0000 2019,Carmen95505091,,Tue Oct 22 16:59:07 +0000 2019,"RT @hernan_sr: Miren como o reacciona Gloria Hutt cuando le preguntan si va a renunciar...
y se burlaron del ""paso"" de Bachelet.
#quesevaya…",
2414,1186709706800291840,Tue Oct 22 18:23:36 +0000 2019,vivigather,,Tue Oct 22 16:59:07 +0000 2019,"RT @hernan_sr: Miren como o reacciona Gloria Hutt cuando le preguntan si va a renunciar...
y se burlaron del ""paso"" de Bachelet.
#quesevaya…",
