,id_str,created_at,user.screen_name,user.location,retweeted_status.created_at,text,extended_tweet.full_text
11,1186673080501964806,Tue Oct 22 15:58:04 +0000 2019,ultrapoeta,,,"Apoyando la guerra Falsa de piñera, y tratando de quitar merito a lo real: ""las demandas de la gente"".
El gobierno… https://t.co/DpnDmzBBnT","Apoyando la guerra Falsa de piñera, y tratando de quitar merito a lo real: ""las demandas de la gente"".
El gobierno debe dar señales concretas. Una de ellas seria sacar a la vocera, mandar a Chadwick a su casa, y a otros ministros, y dejar de decir que estamos en guerra."
12,1186673080766205953,Tue Oct 22 15:58:04 +0000 2019,Mathi40,Matias_Chavez_S,Tue Oct 22 15:55:57 +0000 2019,RT @gapecito: Dejen de justificar a la vieja borracha #CeciliaMorelBebeConET #renunciapiñera #ToqueDeQuedaEnChile,
17,1186673083169628161,Tue Oct 22 15:58:05 +0000 2019,ESRownies,"Puerto Montt, Chile",Tue Oct 22 02:36:59 +0000 2019,"RT @tayswiftclub: piñera: *saca a los militares a las calles para asustar a los chilenos*
los chilenos:
#PiñeraDictador  #EstoPasaEnChile…",
27,1186673085539328003,Tue Oct 22 15:58:05 +0000 2019,catajaam,,Tue Oct 22 15:52:02 +0000 2019,"RT @Fran_RedBird: #QueSeVayanLosMilicos
#ChileCambio
#ChileDespeto
@sebastianpinera @senadorquintana @ifloresdiputado Una nueva constitució…",
31,1186673085946236928,Tue Oct 22 15:58:05 +0000 2019,krenchiqui,Chile,Tue Oct 22 14:44:28 +0000 2019,"RT @TottiAlba: Alcalde de Curicó exige e estos momentos en @adnradiochile la renuncia de Ministro del Interior, x asesinato de Jose Miguel…",
69,1186673092669644801,Tue Oct 22 15:58:07 +0000 2019,im_frutii,"santiago, chile",Tue Oct 22 04:00:08 +0000 2019,"RT @Asdfg4417: esto fue en Coronel, Concepción
De sus casas se los llevan
#piñeraDictador https://t.co/FvayVnObox",
75,1186673093374349317,Tue Oct 22 15:58:07 +0000 2019,El_otro_gallo,,Tue Oct 22 12:17:48 +0000 2019,"RT @Chileokulto: #EstoPasaEnChile
Cuando decíamos que @sebastianpinera aparecía para las catástrofes porque tenía sed de sangre, no nos equ…",
77,1186673093525360640,Tue Oct 22 15:58:07 +0000 2019,BaRiTaDeChiLe,,Tue Oct 22 14:44:28 +0000 2019,"RT @TottiAlba: Alcalde de Curicó exige e estos momentos en @adnradiochile la renuncia de Ministro del Interior, x asesinato de Jose Miguel…",
111,1186673101431595010,Tue Oct 22 15:58:09 +0000 2019,pandistes,,Tue Oct 22 14:43:53 +0000 2019,"RT @Chileokulto: #EstoPasaEnChileً
Maestros se ríen de @sebastianpinera y realizan performance con dichos ""Estamos en guerra"" 
Solo un dato…",
127,1186673106024316928,Tue Oct 22 15:58:10 +0000 2019,Ramiel_exe,,Tue Oct 22 14:43:53 +0000 2019,"RT @Chileokulto: #EstoPasaEnChileً
Maestros se ríen de @sebastianpinera y realizan performance con dichos ""Estamos en guerra"" 
Solo un dato…",
184,1186673119068655617,Tue Oct 22 15:58:13 +0000 2019,Marcosbellido07,,Tue Oct 22 05:50:02 +0000 2019,RT @adOlfoO18: #PiñeraDictador @sebastianpinera tus guardias asesinaron a este joven renuncia inoperante #RenunciaPiñera #DerechosHumanos #…,
212,1186673125179740161,Tue Oct 22 15:58:15 +0000 2019,MorbideliO,,,"Preferir gastar plata en armamento que dialogar, que mierda te pasa weon? #piñeradictador #piñerarenuncia",
234,1186673130175160322,Tue Oct 22 15:58:16 +0000 2019,jonathanbarrac,"Santiago, Chile",,@ceciperez1 @KarlaEnAccion : escuchen esta voz de un chileno: INCOMPETENTES!. #QueSeVayanLosMilicos #renunciapineira,
240,1186673132255535106,Tue Oct 22 15:58:16 +0000 2019,Luisbasaragua6,Maracay Edo. Aragua Venezuela,Tue Oct 22 15:35:00 +0000 2019,"RT @MariAleAguirre: #Chile en guerra, como le gusta a  @sebastianpinera 👇 https://t.co/GdGXZEH82j

#QueSeVayanLosMilicos",
258,1186673137225785345,Tue Oct 22 15:58:17 +0000 2019,LittleAnnie2906,Shi(shigang)le 🇨🇱,Tue Oct 22 02:32:14 +0000 2019,RT @kenytacastrito: Encontré esta foto no sé dónde 😅 pero está buenísima #EstoPasaEnChileً #PiñeraDictador #renunciapiñera y de pasaita te…,
280,1186673140216320001,Tue Oct 22 15:58:18 +0000 2019,SergioAravenaG,"La Florida, Metropolitana de S",Tue Oct 22 04:00:08 +0000 2019,"RT @Asdfg4417: esto fue en Coronel, Concepción
De sus casas se los llevan
#piñeraDictador https://t.co/FvayVnObox",
308,1186673145505288194,Tue Oct 22 15:58:19 +0000 2019,AllyJN2,,Tue Oct 22 15:56:17 +0000 2019,"RT @Jjkm_Gxxk: MENTIROSA CULIAAAA LOS PACOS Y LOS MILICOS ANDAN MATANDO GENTE, Cecilia Pérez renuncia 

#QueSeVayanLosMilicos",
323,1186673148688850944,Tue Oct 22 15:58:20 +0000 2019,ximtau,"Santiago, Chile",Tue Oct 22 15:56:00 +0000 2019,RT @juanjoavar: Qué opina don @sebastianpinera? Usted no es un defensor de la democracia? Envió a las FFAA a defender a la ciudadanía o a a…,
379,1186673160562905088,Tue Oct 22 15:58:23 +0000 2019,caciqu_spartaco,,Mon Oct 21 22:45:26 +0000 2019,"RT @wjsnsana: que fuertes son sus palabras, todos lo habiamos leido pero nunca lo habiamos vivido y todo esto obra de @sebastianpinera QUE…",
381,1186673160571277312,Tue Oct 22 15:58:23 +0000 2019,chico_samuelito,"Copiapó, Chile",,"Favor RT
FASCISTAS MENTIROSOS
@albertoespina
@karlaenaccion
@ceciperez1
@sebastianpinera
#RenunciaPiñeraCuliao
""Per… https://t.co/0mu1nViDi8","Favor RT
FASCISTAS MENTIROSOS
@albertoespina
@karlaenaccion
@ceciperez1
@sebastianpinera
#RenunciaPiñeraCuliao
""Peregrino de Chacarillas""
@andreschadwickp 
#ChadwickAsesino
#RenunciaChadwick
#CamiloCatrillanca
#JusticiaParaCamiloCatrillanca https://t.co/1M8cxP04L0"
390,1186673161858928640,Tue Oct 22 15:58:23 +0000 2019,D0sjotas,"Santiago, Chile",,Responde la pregunta vieja culia #piñeradictador #QueSeVayanLosMilicos,
485,1186673178699063297,Tue Oct 22 15:58:27 +0000 2019,alejandro87ao,,Tue Oct 22 15:50:42 +0000 2019,"RT @IAmAmarok: @sebastianpinera @baradit @ValdebenitoNata @anatijoux @AnaMariaGazmuri @ConySchon 1. No veas la televisión abierta

Desde ha…",
499,1186673181681160192,Tue Oct 22 15:58:28 +0000 2019,EspPawi,,,Karla Rubilar justificando el “estamos en guerra” de #PiñeraDictador 🤦🏻‍♀️ con palabras que nadie le cree #renunciarubilar #piñerarenuncia,
520,1186673185447657477,Tue Oct 22 15:58:29 +0000 2019,JoseIgnacioTV,Santiago,Mon Oct 21 18:02:53 +0000 2019,"RT @chileconvoca: #EstoPasaEnChile pedimos la renuncia de @sebastianpinera. Cecilia Pérez y el gobierno nos quiere criminalizar, nos quiere…",
564,1186673193576218625,Tue Oct 22 15:58:31 +0000 2019,drobinsondg,"Santiago, Chile",Tue Oct 22 15:23:16 +0000 2019,"RT @Shxdii: para @canal13  se acabó la crisis... todo ha terminado #Bienvenidos13
#estopasachile #piñeraDictador #QueSeVayanLosMilicos http…",
566,1186673193924341761,Tue Oct 22 15:58:31 +0000 2019,Cecilia92955315,,Tue Oct 22 14:04:01 +0000 2019,RT @LuciaDammert: Podriamos hacer la lista de gente que ha renunciado al gobierno? Alguien??? #ChileDesperto #EstadoDeEmergencia,
589,1186673200039628801,Tue Oct 22 15:58:32 +0000 2019,Sanushi,R'lyeh,Tue Oct 22 15:14:24 +0000 2019,RT @GatosQls: Que quede claro que no es por respeto. El respeto se gana.👌🇨🇱🔥 #gatosqls #renunciapiñera #cierrenporfuera https://t.co/Ruv2XW…,
599,1186673202283589632,Tue Oct 22 15:58:33 +0000 2019,crb_35,Chile,Tue Oct 22 13:34:39 +0000 2019,"RT @reneperret: Difícil ser más claro que está señora!

Hoy se agrega un nuevo muerto gracias a @sebastianpinera, se llama José Miguel Urib…",
616,1186673206243008512,Tue Oct 22 15:58:34 +0000 2019,JkarinaLedezma,,,"Cecilia Perez, poruqe no habla de cuantas personas han asesinado los militares #renunciapiñera  #EstoPasaEnChileً",
621,1186673206951854082,Tue Oct 22 15:58:34 +0000 2019,romhinita,chillan,Mon Oct 21 23:42:35 +0000 2019,"RT @pantuitera: Qué se vayan  todos, que no quede ni uno solo 🎶🎵 #ChadwickAsesino #pinerarenuncia #PineraQlao https://t.co/na2teRaQ1g",
625,1186673207639773189,Tue Oct 22 15:58:34 +0000 2019,sabrina_seco,,Tue Oct 22 14:43:53 +0000 2019,"RT @Chileokulto: #EstoPasaEnChileً
Maestros se ríen de @sebastianpinera y realizan performance con dichos ""Estamos en guerra"" 
Solo un dato…",
634,1186673208566530048,Tue Oct 22 15:58:34 +0000 2019,WANGBestFriend1,Chile,Tue Oct 22 15:19:10 +0000 2019,RT @vivigather: #BOMBAZO difundir la doctrina del shock cabres ...vamos en el 4... Nadie le cree al #piñeradictador @CHVNoticias..pongan al…,
641,1186673209611038720,Tue Oct 22 15:58:35 +0000 2019,balcaino1,"Indianapolis, IN",Tue Oct 22 11:38:53 +0000 2019,"RT @InterferenciaCL: Tras masivas marchas a lo largo del país, donde la principal demanda era la renuncia de Piñera, el mandatario anunció…",
671,1186673214761717766,Tue Oct 22 15:58:36 +0000 2019,samasuxi1,,Tue Oct 22 14:43:53 +0000 2019,"RT @Chileokulto: #EstoPasaEnChileً
Maestros se ríen de @sebastianpinera y realizan performance con dichos ""Estamos en guerra"" 
Solo un dato…",
729,1186673227512401920,Tue Oct 22 15:58:39 +0000 2019,Lrocha03291741,,Tue Oct 22 02:41:32 +0000 2019,RT @robiogen: Que el mundo sepa que Piñera es un dictador ! #piñeradictador #chileprotestas https://t.co/33eRr9ord8,
732,1186673227902439426,Tue Oct 22 15:58:39 +0000 2019,nelsonherrerav,Santiago,,@sebastianpinera tiene sus manos manchadas con sangre. #RenunciaPiñera @FUERACHADWICK @ONU_derechos @nytimeses… https://t.co/8hqbI32zuO,@sebastianpinera tiene sus manos manchadas con sangre. #RenunciaPiñera @FUERACHADWICK @ONU_derechos @nytimeses @bbcmundo @el_pais #DictaduradePiñera ¡Nos están matando!
760,1186673232583241733,Tue Oct 22 15:58:40 +0000 2019,Rodri41134902,,Tue Oct 22 01:05:46 +0000 2019,"RT @mona_pesadilla: En Coquimbo los pacos incendiando un banco! 
#piñeradictador
#EstoPasaEnChileً 
#PueblosEnResistencia 
#RenunciaPiñera…",
790,1186673238224576512,Tue Oct 22 15:58:41 +0000 2019,vale_tear,VK 뷔국 💜 jk bottom stan 🐰🍼,Tue Oct 22 14:44:28 +0000 2019,"RT @TottiAlba: Alcalde de Curicó exige e estos momentos en @adnradiochile la renuncia de Ministro del Interior, x asesinato de Jose Miguel…",
794,1186673238845411329,Tue Oct 22 15:58:42 +0000 2019,perica85,República Catalana,Tue Oct 22 02:30:50 +0000 2019,"RT @KekaixZadark: #Piñerarenuncia #Piñeradictador 
Militares golpeando a bombero por ir a apagar un incendio que los mismos militares inici…",
820,1186673243765334021,Tue Oct 22 15:58:43 +0000 2019,SHOTA26910392,,Tue Oct 22 14:43:53 +0000 2019,"RT @Chileokulto: #EstoPasaEnChileً
Maestros se ríen de @sebastianpinera y realizan performance con dichos ""Estamos en guerra"" 
Solo un dato…",
821,1186673244096602112,Tue Oct 22 15:58:43 +0000 2019,BrayanQuintul,,Tue Oct 22 14:44:28 +0000 2019,"RT @TottiAlba: Alcalde de Curicó exige e estos momentos en @adnradiochile la renuncia de Ministro del Interior, x asesinato de Jose Miguel…",
867,1186673257522647040,Tue Oct 22 15:58:46 +0000 2019,ivanchlc,"Metropolitana de Santiago, Chile",Tue Oct 22 15:58:19 +0000 2019,RT @Cleo_Feles: Impresentable que cecilia pérez haya confirmado el audio de cecilia morel y más encima intente justificarla 😑 #renunciapine…,
884,1186673261087735810,Tue Oct 22 15:58:47 +0000 2019,felipeparra_f,"Santiago, Chile",,"@sebastianpinera  como te haces cargo de estos abusos? La historia no te recordara como un buen presidente, sino co… https://t.co/xYmTb463wc","@sebastianpinera  como te haces cargo de estos abusos? La historia no te recordara como un buen presidente, sino como un soberbio de oídos sordos y ojos ciegos #RenunciaPiñera #pinerarenuncia https://t.co/P9gtsWPvDl"
930,1186673269161844737,Tue Oct 22 15:58:49 +0000 2019,Abelardo1786,algún lugar,Tue Oct 22 04:00:08 +0000 2019,"RT @Asdfg4417: esto fue en Coronel, Concepción
De sus casas se los llevan
#piñeraDictador https://t.co/FvayVnObox",
933,1186673269518295042,Tue Oct 22 15:58:49 +0000 2019,pabloNootNoot,,,@sebastianpinera  estas al mismo nivel qu el criminal de guerra netanyahu #RenunciaPiñera,
1007,1186673282482872321,Tue Oct 22 15:58:52 +0000 2019,hugoalonso1980,"San José de Maipo, Chile",Tue Oct 22 15:49:43 +0000 2019,"RT @RebecaGaeteS: ¿Así o más claro?
¡Adiós General, Adiós Sebastián!
#renunciapineira 
#RenunciaPiñera 

Funcionarias y funcionarios de la…",
1029,1186673288799555586,Tue Oct 22 15:58:54 +0000 2019,sinnamonrolled,My mansion,Tue Oct 22 14:44:28 +0000 2019,"RT @TottiAlba: Alcalde de Curicó exige e estos momentos en @adnradiochile la renuncia de Ministro del Interior, x asesinato de Jose Miguel…",
1061,1186673295460098048,Tue Oct 22 15:58:55 +0000 2019,Jean_Xander,Maipú,Tue Oct 22 14:43:53 +0000 2019,"RT @Chileokulto: #EstoPasaEnChileً
Maestros se ríen de @sebastianpinera y realizan performance con dichos ""Estamos en guerra"" 
Solo un dato…",
1062,1186673295606931456,Tue Oct 22 15:58:55 +0000 2019,xrnabok0v,♡ S ♡,Tue Oct 22 02:36:59 +0000 2019,"RT @tayswiftclub: piñera: *saca a los militares a las calles para asustar a los chilenos*
los chilenos:
#PiñeraDictador  #EstoPasaEnChile…",
1113,1186673307522867201,Tue Oct 22 15:58:58 +0000 2019,iturrrieta,"La Serena, Chile",,"“La crisis se produce cuando lo viejo no acaba de morir y cuando lo nuevo no acaba de nacer”.
(Bertolt Brecht) #renunciapiñera #chile",
1124,1186673308902871042,Tue Oct 22 15:58:58 +0000 2019,jamestica,Santiago,Tue Oct 22 14:43:53 +0000 2019,"RT @Chileokulto: #EstoPasaEnChileً
Maestros se ríen de @sebastianpinera y realizan performance con dichos ""Estamos en guerra"" 
Solo un dato…",
1129,1186673309708103681,Tue Oct 22 15:58:59 +0000 2019,ferny_avila,"Concepción, Chile",Tue Oct 22 14:44:28 +0000 2019,"RT @TottiAlba: Alcalde de Curicó exige e estos momentos en @adnradiochile la renuncia de Ministro del Interior, x asesinato de Jose Miguel…",
1134,1186673310333059072,Tue Oct 22 15:58:59 +0000 2019,Edu20203,,Tue Oct 22 15:56:43 +0000 2019,"RT @RiveraColomba: como odio a mañalich , como el nefasto de piñera lo trajo de vuelta a un weon que no tiene puta idea de la salud publica…",
1162,1186673316817489923,Tue Oct 22 15:59:00 +0000 2019,yessySTE,,,#EstoPasaEnChileً  karla rubilar haciendo campaña de gobernadora y no su pega dando dircusillos tipo piñera que hay… https://t.co/rXp5ouEbvp,"#EstoPasaEnChileً  karla rubilar haciendo campaña de gobernadora y no su pega dando dircusillos tipo piñera que hay guerra contra el vandalismo, robo y narcotráfico."
1173,1186673318595829774,Tue Oct 22 15:59:01 +0000 2019,lon_paste,,Tue Oct 22 14:44:28 +0000 2019,"RT @TottiAlba: Alcalde de Curicó exige e estos momentos en @adnradiochile la renuncia de Ministro del Interior, x asesinato de Jose Miguel…",
1252,1186673334257442816,Tue Oct 22 15:59:04 +0000 2019,Irindianna,,Tue Oct 22 12:56:12 +0000 2019,RT @HermannPabli: Gracias @sebastianpinera por los ‘tiempos mejores’. Despertaste a toda una generación que va a la calle sin miedo a tu re…,
1296,1186673343132590081,Tue Oct 22 15:59:06 +0000 2019,LarryRealHoy,,Tue Oct 22 15:43:16 +0000 2019,"RT @Noc_k_poner_aki: No olvidar, 6 días atrás y esto se decía. Como cambian las cosas en tan poco tiempo 
#QueSeVayanLosMilicos #pinerarenu…",
1305,1186673345145790464,Tue Oct 22 15:59:07 +0000 2019,KarexaOlguin,Mi Chile hermoso y querido ♥,Tue Oct 22 01:55:06 +0000 2019,RT @monlaferte: Que esperas? @sebastianpinera el mundo te está observando #Piñeradictador,
1378,1186673360228552707,Tue Oct 22 15:59:11 +0000 2019,RichisinE,,Tue Oct 22 04:53:38 +0000 2019,RT @Nico_belic: Hacen que se desnude una mujer en la comisaria de Quilpue #ChileDesperto #renunciapiñera @diego_ibanezc @Izquierda_Tuit htt…,
1407,1186673368453566465,Tue Oct 22 15:59:13 +0000 2019,MARCELOZAMORAN3,club costamuran discotheque,Tue Oct 22 04:53:38 +0000 2019,RT @Nico_belic: Hacen que se desnude una mujer en la comisaria de Quilpue #ChileDesperto #renunciapiñera @diego_ibanezc @Izquierda_Tuit htt…,
1414,1186673369023963137,Tue Oct 22 15:59:13 +0000 2019,Tatan_kun,,,"Llegamos los aliens!!! 
#renunciapiñera #chileSeCanso",
1417,1186673369757995009,Tue Oct 22 15:59:13 +0000 2019,Hatzomoto,,Tue Oct 22 14:44:28 +0000 2019,"RT @TottiAlba: Alcalde de Curicó exige e estos momentos en @adnradiochile la renuncia de Ministro del Interior, x asesinato de Jose Miguel…",
1424,1186673371083358210,Tue Oct 22 15:59:13 +0000 2019,__superunknown,"Chillán, Chile",Tue Oct 22 02:32:14 +0000 2019,RT @kenytacastrito: Encontré esta foto no sé dónde 😅 pero está buenísima #EstoPasaEnChileً #PiñeraDictador #renunciapiñera y de pasaita te…,
1430,1186673372211617792,Tue Oct 22 15:59:13 +0000 2019,franciscaandr26,Chile Santiago. ,Tue Oct 22 12:17:48 +0000 2019,"RT @Chileokulto: #EstoPasaEnChile
Cuando decíamos que @sebastianpinera aparecía para las catástrofes porque tenía sed de sangre, no nos equ…",
1433,1186673372870139905,Tue Oct 22 15:59:14 +0000 2019,m_rodriguezcr,,Tue Oct 22 14:43:53 +0000 2019,"RT @Chileokulto: #EstoPasaEnChileً
Maestros se ríen de @sebastianpinera y realizan performance con dichos ""Estamos en guerra"" 
Solo un dato…",
1481,1186673381577506816,Tue Oct 22 15:59:16 +0000 2019,CotoSiestaAlbo,,,"NI CECILIA MOREL, TU ESPOSA, TE TIENE FE PIÑERA CTM #RenunciaPiñera #renunciapineira #estopasaenChile",
1487,1186673382148005889,Tue Oct 22 15:59:16 +0000 2019,antoniapazmmen3,,Tue Oct 22 14:43:53 +0000 2019,"RT @Chileokulto: #EstoPasaEnChileً
Maestros se ríen de @sebastianpinera y realizan performance con dichos ""Estamos en guerra"" 
Solo un dato…",
1501,1186673385394364416,Tue Oct 22 15:59:17 +0000 2019,osotroncoso,,,Las señoras #rubilar y #perez hablando puras hueas... que penita por ellas... Déntrensen!!!! #PineraDictador #piñerarenuncia,
1504,1186673386086457346,Tue Oct 22 15:59:17 +0000 2019,OrochiVBritania,Ciudad de México ,Tue Oct 22 00:53:54 +0000 2019,RT @luna_lalin: Deberían tirar un proyecto de ley para que los bomberos tengan sueldo. Ellos si ayudan al país #EstoPasaEnChileً #piñeradic…,
1509,1186673386761719817,Tue Oct 22 15:59:17 +0000 2019,rodrigoeliaas,,Tue Oct 22 04:00:08 +0000 2019,"RT @Asdfg4417: esto fue en Coronel, Concepción
De sus casas se los llevan
#piñeraDictador https://t.co/FvayVnObox",
1523,1186673389353631745,Tue Oct 22 15:59:18 +0000 2019,WANGBestFriend1,Chile,Tue Oct 22 15:30:08 +0000 2019,"RT @rockosdiary: Esto es dictadura, esto no puede seeguir pasando #piñeradictador #RenunciaPiñera #noestamosenguerra https://t.co/qEijLcPloR",
1540,1186673392189091840,Tue Oct 22 15:59:18 +0000 2019,gvaldes97,"Chillán, Chile",Tue Oct 22 01:55:06 +0000 2019,RT @monlaferte: Que esperas? @sebastianpinera el mundo te está observando #Piñeradictador,
1552,1186673394210820098,Tue Oct 22 15:59:19 +0000 2019,Stefylove_randa,"Rancagua, Chile",Tue Oct 22 15:55:18 +0000 2019,RT @grandovich: Espectacular apoyo para pedir la #renunciapiñera https://t.co/3yg4ZTXGLZ,
1570,1186673397427851266,Tue Oct 22 15:59:19 +0000 2019,J_O_R_G_E_G,LaTierra,Tue Oct 22 14:43:53 +0000 2019,"RT @Chileokulto: #EstoPasaEnChileً
Maestros se ríen de @sebastianpinera y realizan performance con dichos ""Estamos en guerra"" 
Solo un dato…",
1599,1186673401718607878,Tue Oct 22 15:59:20 +0000 2019,monica81775503,"La Florida, Chile",Tue Oct 22 14:43:53 +0000 2019,"RT @Chileokulto: #EstoPasaEnChileً
Maestros se ríen de @sebastianpinera y realizan performance con dichos ""Estamos en guerra"" 
Solo un dato…",
1610,1186673403358400513,Tue Oct 22 15:59:21 +0000 2019,Medicenfenia,"Los Angeles, CA",,"Cacharon que la Rubilar se parece a la Botota? SIN OFENDER A LA BOTOTA, CLARO 💅😂😂😂
#renunciapineira #ChileDesperto #QueSeVayanLosMilicos",
1612,1186673403568316422,Tue Oct 22 15:59:21 +0000 2019,LazolazuIi,"El Monte, RM. Chile",Tue Oct 22 00:01:30 +0000 2019,RT @heylobezno: #PiñeraDictador te vamos aser que hagas la renunciasión! 🔥 https://t.co/NWpfATlkk9,
1615,1186673404361039872,Tue Oct 22 15:59:21 +0000 2019,m_lorca,"Santiago, Chile",,Y ahora @KarlaEnAccion trata de explicar el condoro de la supuesta guerra de @sebastianpinera dándole duro a las pa… https://t.co/jvRjIMxd86,"Y ahora @KarlaEnAccion trata de explicar el condoro de la supuesta guerra de @sebastianpinera dándole duro a las palabras #guerra y #combate.
Súper ubicado el mensaje.

#NoEstamosEnGuerra
#CooperativaTeSuma"
1616,1186673404377784320,Tue Oct 22 15:59:21 +0000 2019,SitaJoce,Santiago de Chile,Tue Oct 22 01:55:06 +0000 2019,RT @monlaferte: Que esperas? @sebastianpinera el mundo te está observando #Piñeradictador,
1648,1186673407963881473,Tue Oct 22 15:59:22 +0000 2019,conmigonoweona,"Santiago, Chile",,EL HOSPITAL BARROS LUCO MOVILIZADO MIENTRAS LA MINISTRA HABLA #renunciapiñera #RenunciaChadwick #Chile… https://t.co/as9cRaw7vw,EL HOSPITAL BARROS LUCO MOVILIZADO MIENTRAS LA MINISTRA HABLA #renunciapiñera #RenunciaChadwick #Chile #PiñeraDictador https://t.co/cYmNl2MWIG
1667,1186673413886226434,Tue Oct 22 15:59:23 +0000 2019,MiPropioMantra,Chile,Tue Oct 22 15:58:16 +0000 2019,RT @jonathanbarrac: @ceciperez1 @KarlaEnAccion : escuchen esta voz de un chileno: INCOMPETENTES!. #QueSeVayanLosMilicos #renunciapineira,
1672,1186673414985207808,Tue Oct 22 15:59:24 +0000 2019,alexsteel2016,,Mon Oct 21 18:27:51 +0000 2019,"RT @amaurichamorro: 🔴 #URGENTE | Miles de chilen@s se encuentran en #PlazaItalia en Santiago para pedir la renuncia de @sebastianpinera.

S…",
1723,1186673424812433409,Tue Oct 22 15:59:26 +0000 2019,coonytanza_,Chile,Tue Oct 22 15:59:00 +0000 2019,RT @yessySTE: #EstoPasaEnChileً  karla rubilar haciendo campaña de gobernadora y no su pega dando dircusillos tipo piñera que hay guerra co…,
1730,1186673425265451008,Tue Oct 22 15:59:26 +0000 2019,hvergaravidal,,,Vamos a mostrar el descontento ciudadano #Bienvenidos13 #renunciapineira  #estopasaenChile #QueSeVayanLosMilicos https://t.co/lcKSaO0n2w,
1735,1186673427689721856,Tue Oct 22 15:59:27 +0000 2019,AlvaroGvega,"Viña del Mar, Chile",Tue Oct 22 03:50:09 +0000 2019,"RT @BienDije: A él lo asesinaron en Curicó, ciudad sin toque de queda. #piñeradictador #piñerarenuncia https://t.co/9dEW1871wS",
1753,1186673430374027265,Tue Oct 22 15:59:27 +0000 2019,ChicaPepilla,entre Macondo y Pelotillehue,,@Panchokabrera El q explica se complica... nada mas q decir su señoría #quesevayantodos #piñerarenuncia,
1776,1186673434677448705,Tue Oct 22 15:59:28 +0000 2019,springday_km,chile bts,Tue Oct 22 15:45:31 +0000 2019,"RT @D4Nte: Que solucion dieron? Me lo perdi o que, trabajan en nada  que wns mas inutiles @sebastianpinera #EstoPasaEnChileً https://t.co/0…",
1794,1186673439123394561,Tue Oct 22 15:59:29 +0000 2019,_StilinskiGirl_,el mejor país de chile,,"Si po, vamos a salir adelante y ojalá sin ustedes. Chao rubilar, chao gabinete, chao piñera
#EstoPasaEnChile",
1804,1186673440620720133,Tue Oct 22 15:59:30 +0000 2019,zefguwurl,loving jungkook w all my ♡,,"igual q en dictadura, mira cómo nos tenis piñera re culiao",
1814,1186673442109698049,Tue Oct 22 15:59:30 +0000 2019,Pareye,Chile,Tue Oct 22 15:49:43 +0000 2019,"RT @RebecaGaeteS: ¿Así o más claro?
¡Adiós General, Adiós Sebastián!
#renunciapineira 
#RenunciaPiñera 

Funcionarias y funcionarios de la…",
1825,1186673444164902919,Tue Oct 22 15:59:31 +0000 2019,evelynviciosom,,Tue Oct 22 15:49:43 +0000 2019,"RT @RebecaGaeteS: ¿Así o más claro?
¡Adiós General, Adiós Sebastián!
#renunciapineira 
#RenunciaPiñera 

Funcionarias y funcionarios de la…",
1827,1186673445465133056,Tue Oct 22 15:59:31 +0000 2019,Dan_Karukami,"Santiago, Chile",Tue Oct 22 15:59:06 +0000 2019,"RT @Magiko17: Un poquito mas tranquilo..... en que punto de la doctrina de shock van?  
@ceciperez1
 
@KarlaEnAccion
 #Renunciapiñera #ques…",
1830,1186673445444161537,Tue Oct 22 15:59:31 +0000 2019,ceciliacheco,,Tue Oct 22 15:58:23 +0000 2019,"RT @chico_samuelito: Favor RT
FASCISTAS MENTIROSOS
@albertoespina
@karlaenaccion
@ceciperez1
@sebastianpinera
#RenunciaPiñeraCuliao
""Peregr…",
1832,1186673445972692992,Tue Oct 22 15:59:31 +0000 2019,clchkyun,the connect world tour in 🇦🇷,Tue Oct 22 12:56:12 +0000 2019,RT @HermannPabli: Gracias @sebastianpinera por los ‘tiempos mejores’. Despertaste a toda una generación que va a la calle sin miedo a tu re…,
1886,1186673456831778819,Tue Oct 22 15:59:34 +0000 2019,AliciaRamrezRu1,,Tue Oct 22 15:19:49 +0000 2019,"RT @grandovich: Acá estamos dando la pelea, por ti, por mi y por todos mis compañeres..

#renunciapiñera
#renunciapiñeramilicosafuera https…",
1896,1186673458362703877,Tue Oct 22 15:59:34 +0000 2019,fgt_suco,,Tue Oct 22 14:43:53 +0000 2019,"RT @Chileokulto: #EstoPasaEnChileً
Maestros se ríen de @sebastianpinera y realizan performance con dichos ""Estamos en guerra"" 
Solo un dato…",
1910,1186673461550370816,Tue Oct 22 15:59:35 +0000 2019,paulymick,"San Felipe, Chile",Tue Oct 22 14:22:42 +0000 2019,"RT @paulymick: #piñerarenuncia, #RenunciaPiñera , ahora, no los queremos...basta de abusos..",
1924,1186673464570200064,Tue Oct 22 15:59:35 +0000 2019,rularodriguez,,Tue Oct 22 15:58:16 +0000 2019,RT @jonathanbarrac: @ceciperez1 @KarlaEnAccion : escuchen esta voz de un chileno: INCOMPETENTES!. #QueSeVayanLosMilicos #renunciapineira,
1927,1186673464935100417,Tue Oct 22 15:59:36 +0000 2019,juice_ups,,,"¡Adiós General, Adiós Sebastián!
#renunciapineira #RenunciaPiñera #estopasaenChile #ChileDespertoً",
